 ,image,VSI,SSIM,MDSI,FSIM,RFSIM,SR_SIM,SMSE,quality
550,1356.jpg,0.989403522,0.950034087,0.288356166,0.962441169,0.646005192,0.979667223,3.118848291,55
551,1270.jpg,0.986780506,0.95157212,0.297892461,0.962250512,0.645248053,0.977665228,1.364954717,50
552,821.jpg,0.998143835,0.993613411,0.180592568,0.994695243,0.81832701,0.995539491,0.7418393,85
553,988.jpg,0.998720973,0.987478212,0.176993174,0.994514766,0.906231991,0.997590448,3.410575643,50
554,641.jpg,0.999975117,0.99993916,0.054077792,0.999969018,0.99821521,0.999963945,0.431059432,50
555,2134.jpg,0.996735539,0.991163292,0.221736255,0.985849115,0.743250694,0.993610644,0.902420306,60
556,2011.jpg,0.989643137,0.968735537,0.241158078,0.97174822,0.514423467,0.983514084,2.357094096,50
557,1567.jpg,0.993778675,0.946908173,0.261073324,0.971769191,0.628653478,0.982183597,2.003320168,55
558,1709.jpg,0.986977879,0.905655413,0.293399723,0.959949245,0.568997525,0.9805372,3.377464454,75
559,1131.jpg,0.990729581,0.960827736,0.278321919,0.959753351,0.697129809,0.980030444,3.683761158,55
560,272.jpg,0.998006723,0.995298912,0.167950451,0.997486091,0.87174787,0.997224814,0.799159292,60
561,2014.jpg,0.991382107,0.969356484,0.239133421,0.977091656,0.593048543,0.98819845,3.111222795,65
562,605.jpg,0.99790845,0.995027127,0.172605516,0.996514811,0.836206618,0.996232975,1.415397422,85
563,2091.jpg,0.996232268,0.991920349,0.175859819,0.971233184,0.654267454,0.992855071,2.153466826,70
564,418.jpg,0.998814001,0.993708022,0.163700872,0.99592324,0.90204506,0.998250321,0.478788561,60
565,187.jpg,0.9931402,0.979612431,0.23005299,0.987084512,0.79663069,0.98883566,1.938309243,60
566,1331.jpg,0.990749709,0.938099721,0.275398961,0.969600094,0.808808418,0.982986548,2.76842333,60
567,1590.jpg,0.99254945,0.958497806,0.271635582,0.973333843,0.76253725,0.987164733,3.622246309,60
568,2029.jpg,0.995113178,0.963644719,0.236400011,0.98252332,0.788988648,0.990752317,2.004528458,60
569,22.jpg,0.998742688,0.994943244,0.161480369,0.997221543,0.921045804,0.997369161,0.412577807,90
570,1587.jpg,0.993172734,0.947681277,0.274095922,0.964714414,0.748006337,0.981423612,2.283470645,70
571,222.jpg,0.995840037,0.959872266,0.228545493,0.981451749,0.541928737,0.991580186,1.508813005,50
572,881.jpg,0.997246121,0.992168419,0.193932763,0.99306847,0.868262547,0.995449083,1.443812632,70
573,2220.jpg,0.990315258,0.947535224,0.272411702,0.968890306,0.651079885,0.983805317,4.071479363,75
574,933.jpg,0.996079791,0.991650192,0.193277141,0.99501788,0.773949397,0.993794244,1.326732768,60
575,1152.jpg,0.990636015,0.952589432,0.281623042,0.971063497,0.652343739,0.986128906,5.637342155,65
576,734.jpg,0.994643478,0.979700735,0.220429851,0.986637376,0.689609335,0.989622595,2.361577067,65
577,2182.jpg,0.999946061,0.999681441,0.075711328,0.999844986,0.996450762,0.999934045,0.70364235,60
578,906.jpg,0.993411636,0.987495062,0.197244197,0.995870993,0.557616334,0.990153066,0.320515326,60
579,2007.jpg,0.987626006,0.934561552,0.286481908,0.964898712,0.647743432,0.981823898,2.453730688,50
580,1453.jpg,0.988835806,0.927714902,0.282988572,0.954773346,0.513654724,0.978386003,2.610222771,60
581,836.jpg,0.995987412,0.978504491,0.22479071,0.989602188,0.745240508,0.988394801,0.265140119,60
582,971.jpg,0.990715058,0.973685801,0.256923635,0.97812707,0.734715906,0.982624954,0.75198337,55
583,803.jpg,0.995317796,0.992232033,0.198727644,0.995329539,0.700997831,0.995138484,1.975148012,70
584,1636.jpg,0.999314821,0.997548766,0.18531206,0.998066172,0.956416209,0.999049534,0.533553903,70
585,1369.jpg,0.992952103,0.952879567,0.26384067,0.970279744,0.679750723,0.984766919,3.802899904,70
586,1428.jpg,0.993319296,0.9605769,0.249346987,0.973328162,0.714439418,0.988075597,2.338941806,50
587,461.jpg,0.996975054,0.994308819,0.175040966,0.996302995,0.88942669,0.996556966,0.776536826,70
588,441.jpg,0.996199216,0.99479997,0.175293286,0.997523386,0.749889013,0.99418079,0.704837167,60
589,1443.jpg,0.989947822,0.94140512,0.277438177,0.968108466,0.617294746,0.983415815,2.784475751,60
590,2026.jpg,0.995500898,0.964740148,0.229507127,0.981678372,0.796816998,0.991755819,2.463296711,70
591,1722.jpg,0.996151176,0.988949139,0.200980163,0.994969329,0.847250203,0.990195465,0.778086309,70
592,319.jpg,0.998557975,0.996794937,0.161136854,0.997614041,0.924950931,0.997730651,0.340632457,95
593,1193.jpg,0.993247815,0.958414109,0.255781325,0.968030882,0.499767858,0.98310538,2.323647587,60
594,1912.jpg,0.999772467,0.998405648,0.130948811,0.998860627,0.972268967,0.999231901,0.175908627,70
595,2176.jpg,0.989088242,0.950300733,0.282462609,0.969428715,0.691769641,0.985999751,4.803566372,60
596,210.jpg,0.997671674,0.991040554,0.179266206,0.993335842,0.876099399,0.996029222,0.981913745,90
597,1562.jpg,0.989428614,0.92228797,0.296579954,0.953075332,0.414301239,0.972717449,2.484294108,60
598,1262.jpg,0.988695041,0.940692708,0.280561513,0.954558955,0.506738105,0.97672686,3.099488049,65
599,1692.jpg,0.990302142,0.96117541,0.28074585,0.97603627,0.629754861,0.987254703,4.454534248,60
600,1785.jpg,0.993756313,0.967118347,0.259562722,0.971202788,0.814555517,0.983352717,1.366495246,60
601,246.jpg,0.998465702,0.990846624,0.174515529,0.967777888,0.703172792,0.99482197,0.347949729,50
602,402.jpg,0.995730548,0.996085783,0.178173261,0.997603525,0.775166852,0.99303303,0.8731247,60
603,431.jpg,0.9931402,0.979612431,0.23005299,0.987084512,0.79663069,0.98883566,1.938309243,60
604,1427.jpg,0.997551179,0.98223312,0.230557181,0.987914969,0.87360421,0.993458401,1.297811,90
605,1491.jpg,0.985435058,0.915020044,0.301602821,0.950931759,0.5796548,0.977258497,4.21999969,50
606,500.jpg,0.998679531,0.990769804,0.16940866,0.995045279,0.918040943,0.997897756,2.33826674,50
607,1351.jpg,0.996719493,0.979685023,0.208556692,0.985691803,0.824353035,0.992571507,0.913797664,55
608,380.jpg,0.997383289,0.988052902,0.182801366,0.993517167,0.885910368,0.996140927,1.430364568,90
609,968.jpg,1,1,0,1,1,1,0,100
610,1000.jpg,0.995035369,0.989859219,0.197758985,0.989235686,0.837215055,0.992840803,0.840519418,60
611,273.jpg,0.997723167,0.994242716,0.174469199,0.996282673,0.835807623,0.996991685,1.149945521,60
612,1241.jpg,0.991255429,0.952359977,0.270472864,0.973428591,0.765959339,0.984637543,2.872920469,60
613,1168.jpg,0.991541676,0.946961034,0.279455997,0.967438935,0.698570556,0.982228516,3.664745142,60
614,2181.jpg,0.999065275,0.998506004,0.154522928,0.999212578,0.973603012,0.999626981,5.450957779,50
615,332.jpg,0.997852983,0.994665483,0.177590068,0.996781161,0.813147691,0.995951571,0.749584016,70
616,211.jpg,1,1,0,1,1,1,0,100
617,840.jpg,0.992891192,0.973616816,0.245380755,0.974107186,0.503459227,0.989000068,4.746122219,60
618,1939.jpg,0.992770749,0.98184748,0.222780402,0.95368917,0.727944651,0.988822751,1.840408678,60
619,1644.jpg,0.999877922,0.999690609,0.11252364,0.999159688,0.975895409,0.999374124,0.069462712,80
620,1473.jpg,0.993837865,0.976251952,0.227132458,0.984091145,0.597054031,0.990194492,2.935581676,60
621,185.jpg,0.999034435,0.99718741,0.137573594,0.998841892,0.916358944,0.998114994,0.447477134,90
622,1328.jpg,0.995885598,0.968422326,0.240718538,0.978227656,0.758926952,0.987318581,1.438045477,70
623,903.jpg,0.998573782,0.997847085,0.134534366,0.999240846,0.817055011,0.997723997,0.380191825,85
624,2180.jpg,0.999637467,0.998354291,0.122312249,0.998814318,0.970108726,0.999498155,0.153942817,70
625,1741.jpg,0.988491832,0.944924657,0.279591397,0.969692469,0.602692985,0.984224359,7.558200943,60
626,681.jpg,0.997408309,0.989300114,0.193576917,0.994639048,0.872718204,0.995700314,0.697267712,70
627,1173.jpg,0.994407955,0.971336746,0.233088348,0.981574029,0.689238251,0.9892525,1.914647428,60
628,1163.jpg,0.992064962,0.949870432,0.264227981,0.969380097,0.655866605,0.984960904,4.547464023,70
629,1154.jpg,0.987241471,0.932046261,0.29041269,0.958941014,0.555310019,0.979229028,5.757783461,60
630,1894.jpg,0.996564755,0.98731231,0.203121538,0.988829073,0.812813005,0.993533802,1.767362193,70
631,51.jpg,0.989749154,0.941287092,0.278994902,0.968587284,0.685396521,0.984489298,0.986046151,50
632,1294.jpg,0.987023882,0.916106409,0.298979118,0.945098573,0.371429323,0.975089125,3.456373808,60
633,1946.jpg,0.991898071,0.97517299,0.228517365,0.979622414,0.496659786,0.99055083,3.70453749,60
634,1136.jpg,0.998410619,0.990543882,0.176472895,0.993556289,0.866828266,0.997838634,0.993199949,60
635,690.jpg,0.996971104,0.992658393,0.17100465,0.996612979,0.733025674,0.99473638,1.530861787,80
636,1138.jpg,0.992994,0.949758,0.274194283,0.969106636,0.663956103,0.984089067,0.2282887,65
637,278.jpg,0.996647778,0.989126719,0.20923293,0.992080438,0.746085785,0.990954697,0.969071634,60
638,1176.jpg,0.990137223,0.943626183,0.273626906,0.965953423,0.518458818,0.98443233,2.604125002,60
639,1538.jpg,0.991821756,0.949808371,0.270167064,0.968167405,0.686018443,0.985283416,2.252373372,50
640,896.jpg,0.998525203,0.997969774,0.146228684,0.999167515,0.904765015,0.998214563,0.451278931,85
641,1940.jpg,0.993022142,0.983451935,0.195991048,0.958691878,0.639916624,0.992874366,1.666476751,60
642,138.jpg,0.998797537,0.997103798,0.141773357,0.99922859,0.858278152,0.998097118,0.414525494,80
643,1880.jpg,0.999512798,0.993627677,0.149056615,0.993819953,0.9565708,0.99921733,0.143224752,50
644,389.jpg,1,1,0,1,1,1,0,100
645,2225.jpg,0.992627094,0.969655571,0.255507174,0.974616946,0.719090127,0.987581305,3.722184299,60
646,181.jpg,1,1,0,1,1,1,0,100
647,1919.jpg,0.994232134,0.959600162,0.286271627,0.967750685,0.762959619,0.988605707,2.094400198,60
648,139.jpg,0.998573782,0.997847085,0.134534366,0.999240846,0.817055011,0.997723997,0.380191825,80
649,2129.jpg,0.991912238,0.95649552,0.26810909,0.972972754,0.656238766,0.98723695,3.318476827,60
650,1852.jpg,0.999552322,0.996875297,0.128722707,0.99846751,0.959555686,0.999317906,1.029427127,70
651,544.jpg,0.99822554,0.99566292,0.164092959,0.99729243,0.909160177,0.997400826,0.529741992,70
652,2208.jpg,0.995702551,0.970518586,0.220483639,0.985720116,0.824748137,0.994037051,2.100743169,60
653,2036.jpg,0.985254296,0.942790404,0.296192967,0.958298786,0.654541389,0.975282772,0.239051987,50
654,615.jpg,0.99206657,0.972310886,0.236025007,0.988643867,0.702012594,0.989578987,0.247467104,60
655,352.jpg,0.99758544,0.992750315,0.185197833,0.996090201,0.860467059,0.994697894,0.651697184,80
656,284.jpg,0.995846332,0.983265017,0.211602917,0.98916193,0.767929893,0.992831746,1.393355269,60
657,677.jpg,0.998645407,0.994334172,0.1631901,0.995799211,0.864523182,0.997754718,0.596228799,60
658,1315.jpg,0.994202449,0.968167189,0.247120559,0.963497349,0.608387432,0.98328821,1.845808858,55
659,604.jpg,0.996946827,0.994399398,0.181061178,0.996735726,0.916845827,0.994862001,0.808967297,70
660,1477.jpg,0.995516001,0.977237463,0.232806211,0.98103251,0.786880627,0.988432406,1.925669231,70
661,2010.jpg,0.992562073,0.959530284,0.238393198,0.972115098,0.467726046,0.989772199,2.526107828,60
662,1506.jpg,0.99373997,0.964360264,0.23638748,0.981455097,0.73448999,0.99032215,3.684621234,60
663,1048.jpg,0.991505415,0.976476375,0.274507986,0.968955116,0.767929575,0.983367058,0.503948442,50
664,31.jpg,0.994395725,0.969251006,0.227398833,0.986425968,0.795129597,0.990111246,2.431571072,65
665,350.jpg,0.997468208,0.995954812,0.180122819,0.996809789,0.796995948,0.993990611,0.764310026,70
666,996.jpg,0.993093569,0.934951517,0.259407124,0.970392935,0.763381989,0.987231153,2.792956837,50
667,2214.jpg,0.994412218,0.943880448,0.243197662,0.977315932,0.773751535,0.991916182,2.295427532,55
668,173.jpg,0.993483338,0.989003789,0.210215424,0.995014193,0.763674776,0.990513006,1.206659539,60
669,714.jpg,0.996775027,0.99103744,0.182238451,0.996068729,0.864136548,0.994492726,1.446181326,70
670,635.jpg,0.999735746,0.999466999,0.099222546,0.999858357,0.958789759,0.999637495,0.375763071,60
671,205.jpg,0.998327031,0.994546045,0.173306235,0.994936619,0.919972993,0.99604301,0.679939152,90
672,2173.jpg,0.998575501,0.992820438,0.155794648,0.99642033,0.926810202,0.998531227,2.681393051,50
673,399.jpg,0.99699591,0.994153415,0.173203992,0.997604562,0.848940164,0.996458511,0.480163807,60
674,1667.jpg,0.986802145,0.925647139,0.31694099,0.961296932,0.654071374,0.976219448,0.778530818,50
675,428.jpg,0.997594359,0.995395168,0.164813485,0.998275743,0.813663537,0.996906087,0.765470408,70
676,1454.jpg,0.987011727,0.936128055,0.293346633,0.951265766,0.49221551,0.974722927,4.568068521,60
677,1377.jpg,0.990795879,0.93153392,0.291785032,0.957809537,0.665984468,0.980732631,2.650374424,75
678,1469.jpg,0.989305891,0.928239346,0.285631759,0.958219132,0.616330527,0.98017563,3.157980177,70
679,673.jpg,0.997937523,0.993246161,0.175083827,0.996224691,0.906276969,0.995349033,0.690223142,65
680,2177.jpg,0.991162364,0.950394471,0.274661834,0.969717428,0.63522399,0.985959934,4.512036552,60
681,1751.jpg,0.991214722,0.955943625,0.258033657,0.974141995,0.651073742,0.986629282,5.739445832,70
682,21.jpg,0.995420812,0.97883261,0.210199314,0.991172884,0.756834947,0.993526608,2.02097351,60
683,1726.jpg,0.995780214,0.974258723,0.226327862,0.98278777,0.875470652,0.991159408,1.169480089,70
684,1254.jpg,0.998303086,0.984716804,0.17751639,0.992133023,0.822243131,0.997261709,0.732588794,60
685,1189.jpg,0.993981453,0.95860787,0.241370296,0.976879573,0.686765749,0.988882234,3.478835492,50
686,1513.jpg,0.993094582,0.931971915,0.251737667,0.974077524,0.656309432,0.98809936,4.141671294,60
687,1122.jpg,0.994860545,0.965765555,0.246578083,0.979880866,0.761437664,0.98897777,2.386742985,80
688,1700.jpg,0.991368016,0.937943519,0.27248295,0.959958107,0.67905437,0.982188898,3.677820825,60
689,1640.jpg,0.999903644,0.999565834,0.102055308,0.9995462,0.983563819,0.999795112,0.145298607,70
690,192.jpg,0.995925251,0.990262959,0.191090882,0.995947584,0.71714562,0.993684897,1.27690218,60
691,1616.jpg,0.990606842,0.950536343,0.252023813,0.97897294,0.658769064,0.989045791,5.398252698,60
692,1885.jpg,0.998950505,0.991078069,0.16746972,0.995343949,0.940109937,0.998000735,0.347193414,50
693,3.jpg,0.998268611,0.987053133,0.175224414,0.995066302,0.857668457,0.997991472,1.432439167,60
694,548.jpg,1,1,0,1,1,1,0,100
695,2116.jpg,0.991162364,0.950394471,0.274661834,0.969717428,0.63522399,0.985959934,4.512036552,65
696,1847.jpg,0.999126402,0.993383672,0.161288525,0.996928161,0.921350596,0.998659774,2.229568109,60
697,1179.jpg,0.99089508,0.94173737,0.264400176,0.975401384,0.660556831,0.98797713,5.062799419,50
698,671.jpg,0.998765456,0.994264995,0.167373703,0.996181119,0.928104882,0.996853674,0.501333688,60
699,1957.jpg,0.993769773,0.979308258,0.221071867,0.978679857,0.652640667,0.990635367,1.562044791,60
700,1355.jpg,0.993871106,0.966282012,0.252470491,0.980635863,0.686912459,0.988775935,3.121027375,80
701,1770.jpg,0.99638159,0.985258342,0.202808425,0.986602042,0.882208505,0.991046586,0.700652045,70
702,1325.jpg,0.991209182,0.934902207,0.271502235,0.958475923,0.553307592,0.978614605,4.090720813,65
703,529.jpg,0.994880026,0.987804146,0.20606187,0.99139526,0.850616093,0.993225854,1.566330436,70
704,1003.jpg,0.993278922,0.945989663,0.244960025,0.971130188,0.678714188,0.988063733,2.984083871,50
705,406.jpg,0.99760332,0.992793658,0.180658238,0.997915752,0.733299078,0.995823057,1.073935912,60
706,1156.jpg,0.983299413,0.928980493,0.298373359,0.951237815,0.470108323,0.97499454,2.200256753,60
707,2038.jpg,0.994105103,0.957349604,0.239059183,0.978350076,0.744112697,0.990271005,2.660316645,65
708,1993.jpg,0.992648007,0.986090045,0.226916179,0.974075365,0.670553614,0.988823304,3.436553846,60
709,1718.jpg,0.993271513,0.972890836,0.248568163,0.986862271,0.766712903,0.986420296,2.785267835,60
710,656.jpg,0.998041785,0.997944188,0.155656106,0.999082341,0.855474177,0.998266058,0.4097015,70
711,313.jpg,0.992443317,0.987847561,0.203808383,0.994377931,0.579710954,0.989568553,0.625491465,60
712,758.jpg,0.997337809,0.989577963,0.18266259,0.994411833,0.784415729,0.996806509,1.783809184,70
713,1955.jpg,0.993940504,0.946584155,0.245368295,0.978081053,0.743209032,0.989413068,3.286722377,60
714,79.jpg,0.987207026,0.943352235,0.271377723,0.967022537,0.494191015,0.981746332,3.076363117,55
715,1204.jpg,0.991244155,0.948070073,0.274583635,0.969990751,0.714560673,0.984076378,2.706327644,60
716,157.jpg,0.995748967,0.987831607,0.191068157,0.994028097,0.819267417,0.993225236,1.775494348,85
717,19.jpg,0.996810258,0.9798499,0.211616299,0.987390111,0.794600577,0.996062445,2.122239748,60
718,1286.jpg,0.998811402,0.990974824,0.178558736,0.992711949,0.925428318,0.998150274,0.542357028,50
719,958.jpg,0.998913196,0.996676386,0.144301256,0.998031381,0.931681652,0.997894328,0.357280062,90
720,798.jpg,0.99313887,0.969589032,0.233418966,0.984358513,0.805789337,0.99400101,2.219761195,65
721,214.jpg,0.998155797,0.988103394,0.189285162,0.993207237,0.909777469,0.997818531,0.496290951,80
722,954.jpg,0.996218373,0.982152781,0.212235424,0.986720947,0.804169518,0.992775149,0.913847235,60
723,433.jpg,0.996971104,0.992658393,0.17100465,0.996612979,0.733025674,0.99473638,1.530861787,80
724,2198.jpg,0.99772833,0.972934748,0.199341471,0.989739893,0.875347153,0.996747753,0.712412529,50
725,2092.jpg,0.995386443,0.990007297,0.192869623,0.968552651,0.727004427,0.990481961,1.46638944,60
726,207.jpg,0.998365971,0.994598815,0.172713041,0.994619336,0.93542445,0.996118279,0.628521037,90
727,121.jpg,0.997572187,0.99096317,0.182643641,0.993296435,0.822310181,0.995865513,0.86876322,60
728,1139.jpg,0.982191277,0.919323223,0.303537594,0.957230487,0.519446233,0.976739223,7.158800893,60
729,759.jpg,0.997446333,0.987200605,0.172483831,0.99494458,0.896248902,0.995990468,0.969000716,85
730,1096.jpg,0.992727871,0.96934404,0.25174577,0.981156292,0.751433719,0.990630902,4.049942691,65
731,309.jpg,1,1,0,1,1,1,0,100
732,1933.jpg,0.994178,0.98812795,0.192935137,0.934777,0.599311689,0.992271905,1.171118652,60
733,587.jpg,1,1,0,1,1,1,0,100
734,1828.jpg,0.99919468,0.995539552,0.153484597,0.996783093,0.935954855,0.99832721,1.136073684,60
735,827.jpg,0.997980588,0.994762418,0.172762914,0.996571105,0.798914357,0.996014364,0.577064233,85
736,153.jpg,1,1,0,1,1,1,0,100
737,1130.jpg,0.993559131,0.953132617,0.257243957,0.960874185,0.529598616,0.985917681,1.137671192,60
738,774.jpg,0.998006723,0.995298912,0.167950451,0.997486091,0.87174787,0.997224814,0.799159292,60
739,1556.jpg,0.992960923,0.967168132,0.24963836,0.976544467,0.71401318,0.985845209,3.154398673,60
740,1125.jpg,0.99259799,0.949603656,0.263938074,0.968077466,0.756687266,0.984183803,2.676929557,75
741,1982.jpg,0.993827098,0.980893443,0.203014322,0.981567242,0.51509515,0.99312679,1.864675599,60
742,1678.jpg,0.998741774,0.996670785,0.164554886,0.99650831,0.923139279,0.998745768,2.38016127,60
743,285.jpg,0.995580624,0.977112503,0.218622471,0.987876862,0.821971552,0.992266927,1.315485678,65
744,994.jpg,0.998969215,0.997697031,0.156214706,0.998032257,0.936280764,0.999169675,2.736669877,60
745,618.jpg,1,1,0,1,1,1,0,100
746,1872.jpg,0.997717288,0.994085085,0.195232311,0.99267837,0.881378691,0.996779921,1.221007728,60
747,2111.jpg,0.998907417,0.990494109,0.169746124,0.995187127,0.936227376,0.998420793,3.65740193,55
748,571.jpg,0.994702584,0.945526278,0.273255941,0.970348355,0.790097313,0.990513112,2.703246826,60
749,1471.jpg,0.99339392,0.943695748,0.279774019,0.972464477,0.857849457,0.987425835,2.115212217,80
750,586.jpg,0.996650613,0.991088008,0.198709273,0.991835169,0.81750062,0.996036316,1.274358566,70
751,1824.jpg,0.998916255,0.994193534,0.162519058,0.996768058,0.925403616,0.99837389,2.504952397,60
752,2061.jpg,0.991390901,0.945208857,0.270254451,0.971378694,0.72603694,0.985063424,2.790390335,55
753,899.jpg,0.996421479,0.984274909,0.195222534,0.992005204,0.871001737,0.995997984,1.069688405,60
754,1124.jpg,0.996628346,0.982089612,0.209260039,0.988602044,0.789981696,0.994615286,1.336735334,60
755,1778.jpg,0.99462631,0.974395052,0.241352765,0.981607057,0.81528752,0.990957359,2.758796564,60
756,541.jpg,0.999603354,0.997906926,0.120875472,0.998602706,0.9632288,0.999469749,1.438920171,70
757,556.jpg,0.996787887,0.986017638,0.20820013,0.990733558,0.86219832,0.993624,0.855220686,70
758,294.jpg,0.993519812,0.979277902,0.222246265,0.988476559,0.744899493,0.988722594,2.06602521,60
759,2163.jpg,0.998575501,0.992820438,0.155794648,0.99642033,0.926810202,0.998531227,2.681393051,50
760,650.jpg,0.99753054,0.997523028,0.162406624,0.998039045,0.797851824,0.995992078,0.662132427,60
761,1416.jpg,0.995846203,0.968662277,0.240370191,0.976918801,0.769043078,0.986641636,1.363108529,50
762,1989.jpg,0.992997055,0.945040835,0.247751356,0.977869755,0.658906116,0.988387067,5.046247052,75
763,577.jpg,0.993667768,0.979089299,0.227376362,0.988780475,0.624140577,0.989746594,0.932546478,60
764,879.jpg,0.995317419,0.985422442,0.215056035,0.987568039,0.658348676,0.993536753,3.200888622,70
765,666.jpg,0.99618615,0.991491304,0.188279067,0.994894269,0.853953043,0.994707773,1.179966488,65
766,177.jpg,0.997966665,0.994843691,0.157563219,0.998200695,0.832855748,0.996705275,0.796389127,80
767,1525.jpg,0.988747175,0.940107556,0.287096956,0.962651334,0.677939055,0.980075137,3.304277452,65
768,1714.jpg,0.994714503,0.98109,0.22095691,0.983040963,0.842659092,0.989295298,1.484137566,60
769,873.jpg,0.996476521,0.993899171,0.194845493,0.995365313,0.849524276,0.994163325,0.8547119,70
770,1705.jpg,0.996092516,0.968170352,0.237881812,0.979192172,0.836043949,0.989330331,1.469263733,70
771,2207.jpg,0.996645989,0.978952662,0.206450086,0.990127938,0.828650491,0.995568969,2.062078559,60
772,815.jpg,0.991452118,0.985018236,0.224602468,0.98232607,0.641132187,0.988096535,0.913065037,60
773,841.jpg,0.995255976,0.989236402,0.216309145,0.99139731,0.759547036,0.992408208,1.014503871,60
774,1869.jpg,0.998885298,0.995029033,0.16760817,0.996609044,0.936273803,0.998433582,3.33745426,50
775,451.jpg,1,1,0,1,1,1,0,100
776,1978.jpg,0.993637589,0.947368598,0.244322173,0.976677106,0.751820428,0.989742679,2.782155393,60
777,1061.jpg,0.995382163,0.973460503,0.238308415,0.980636982,0.784215482,0.991576155,2.359918851,60
778,2043.jpg,0.991263031,0.980782402,0.228426082,0.978889706,0.615251531,0.988542325,2.270010125,60
779,1321.jpg,0.993940303,0.945953827,0.265367483,0.969167604,0.716106881,0.986634108,2.596275145,50
780,1685.jpg,0.998081096,0.995070078,0.178858252,0.994389105,0.867808522,0.997265731,2.263910517,50
781,1930.jpg,0.993605987,0.994161047,0.212124003,0.910972796,0.809777131,0.987650953,0.963780816,50
782,1598.jpg,0.990789146,0.978881739,0.2554573,0.972387717,0.742680546,0.988693088,20.62883092,60
783,1663.jpg,0.987775665,0.943619284,0.274348791,0.973213811,0.642940296,0.987178944,6.226145419,60
784,929.jpg,0.998785734,0.995304613,0.143092461,0.998857821,0.878304131,0.997996887,0.457196728,90
785,1410.jpg,0.99664097,0.977695017,0.233774942,0.982865985,0.841212399,0.992303583,1.08276003,80
786,537.jpg,0.994395725,0.969251006,0.227398833,0.986425968,0.795129597,0.990111246,2.431571072,60
787,1737.jpg,0.995819291,0.96822869,0.239352952,0.973584856,0.8613068,0.988610664,1.293386341,65
788,65.jpg,0.995926956,0.982606808,0.223087719,0.989069181,0.782416027,0.989318895,0.213550863,65
789,941.jpg,0.997221435,0.989191092,0.19602107,0.990370511,0.865272778,0.995001064,1.088301923,85
790,213.jpg,0.995587094,0.980412256,0.211837491,0.988343052,0.823942058,0.993705752,1.500915351,70
791,366.jpg,0.992569936,0.975669154,0.242103896,0.987979435,0.745958854,0.98860384,1.098071977,60
792,2155.jpg,0.989088242,0.950300733,0.282462609,0.969428715,0.691769641,0.985999751,4.803566372,65
793,985.jpg,0.995072507,0.976212569,0.226290392,0.981406343,0.750552519,0.991861948,3.286957497,60
794,1752.jpg,0.989711805,0.9512024,0.264317395,0.96926198,0.607523988,0.98440443,5.431628844,70
795,1070.jpg,0.999484559,0.997291851,0.137360294,0.997938257,0.967081148,0.998969033,0.152747757,60
796,1388.jpg,0.997206939,0.968443286,0.205918897,0.988443583,0.838995728,0.994984366,1.198775241,50
797,1554.jpg,0.997442934,0.979443059,0.223005729,0.989801579,0.841074449,0.994596384,1.356276067,90
798,358.jpg,0.998423477,0.994478142,0.174522785,0.995678549,0.845247616,0.997687854,1.727939369,90
799,1401.jpg,0.991203965,0.93095074,0.286998857,0.954829239,0.541148525,0.978808164,3.642258361,55
800,762.jpg,0.997813123,0.991755913,0.172647508,0.995760447,0.879331597,0.996131504,1.418909335,85
801,125.jpg,0.998065851,0.997659191,0.153474644,0.999071249,0.871190729,0.99801822,0.420264083,70
802,2117.jpg,0.980798372,0.967083207,0.278154596,0.974710238,0.571248126,0.986340383,8.245497222,60
803,1914.jpg,0.995811538,0.971243486,0.233349738,0.980425108,0.802734279,0.992761295,1.505030924,55
804,2224.jpg,0.987865236,0.940495416,0.279426412,0.969203829,0.603745577,0.983891453,5.386672114,60
805,353.jpg,0.997558968,0.993529376,0.185840051,0.995170133,0.906637408,0.99612443,0.726925547,70
806,1585.jpg,0.99196301,0.968267318,0.241641669,0.973662783,0.529494628,0.981189841,1.842133665,70
807,1442.jpg,0.996143103,0.953655072,0.254045927,0.980558807,0.714152693,0.992028713,3.498912906,80
808,147.jpg,0.997201751,0.997057268,0.159211128,0.998406578,0.793630041,0.996693072,0.537677131,60
809,2123.jpg,0.999376161,0.996736219,0.145696253,0.997631909,0.966194145,0.998711612,0.716351416,50
810,2156.jpg,0.992646646,0.950448273,0.268110576,0.969825786,0.635231718,0.985994174,4.505824695,75
811,1898.jpg,0.995430479,0.969247561,0.228012584,0.983330284,0.8500232,0.991336496,2.103500339,50
812,2098.jpg,0.99910372,0.99914083,0.12899858,0.998763611,0.916242359,0.99855502,0.656923542,50
813,2136.jpg,0.999126569,0.996551045,0.161124059,0.996777371,0.970788133,0.998840433,0.097542885,50
814,1182.jpg,0.985359501,0.939657111,0.289927138,0.970334787,0.593318758,0.982309714,3.931163211,65
815,2212.jpg,0.998485287,0.985797768,0.176277617,0.993850014,0.820356451,0.997012496,4.533118721,65
816,1304.jpg,0.998910734,0.992409924,0.162940063,0.995556296,0.934846813,0.998397014,0.54203014,60
817,1341.jpg,0.997200924,0.975046802,0.209868322,0.986796773,0.858414631,0.99460387,0.817600841,50
818,540.jpg,0.994342332,0.971190534,0.222665538,0.988695405,0.800962864,0.992531226,1.890756393,60
819,1470.jpg,0.987838,0.926730577,0.292556086,0.955220824,0.39559265,0.97661561,4.455391331,60
